localidad,provincia,region,producto,tipohorario,precio,latitud,longitud,anio_indice,mes_indice,anio_vigencia,mes_vigencia
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Diurno,1525.0,-34.658476,-58.529443,2025,10,2025,10
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Nocturno,1525.0,-34.658476,-58.529443,2025,10,2025,10
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Diurno,1745.0,-34.658476,-58.529443,2025,10,2025,10
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Nocturno,1745.0,-34.658476,-58.529443,2025,10,2025,10
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,GNC,Diurno,499.9,-34.658476,-58.529443,2025,5,2025,5
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,GNC,Nocturno,499.9,-34.658476,-58.529443,2025,5,2025,5
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Diurno,1803.0,-34.658476,-58.529443,2025,10,2025,10
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Nocturno,1803.0,-34.658476,-58.529443,2025,10,2025,10
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Diurno,1484.0,-34.658476,-58.529443,2025,10,2025,10
LOMAS DEL MIRADOR,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1484.0,-34.658476,-58.529443,2025,10,2025,10
SIERRA GRANDE,RIO NEGRO,No especificado,Gas Oil Grado 2,Diurno,1236.0,-41.60707,-65.35383,2025,5,2025,5
SIERRA GRANDE,RIO NEGRO,No especificado,Gas Oil Grado 2,Nocturno,1236.0,-41.60707,-65.35383,2025,5,2025,5
SIERRA GRANDE,RIO NEGRO,No especificado,Gas Oil Grado 3,Diurno,1480.0,-41.60707,-65.35383,2025,5,2025,5
SIERRA GRANDE,RIO NEGRO,No especificado,Gas Oil Grado 3,Nocturno,1480.0,-41.60707,-65.35383,2025,5,2025,5
SIERRA GRANDE,RIO NEGRO,No especificado,Nafta (premium) de más de 95 Ron,Diurno,1220.0,-41.60707,-65.35383,2025,5,2025,5
SIERRA GRANDE,RIO NEGRO,No especificado,Nafta (premium) de más de 95 Ron,Nocturno,1220.0,-41.60707,-65.35383,2025,5,2025,5
SIERRA GRANDE,RIO NEGRO,No especificado,Nafta (súper) entre 92 y 95 Ron,Diurno,1026.0,-41.60707,-65.35383,2025,5,2025,5
SIERRA GRANDE,RIO NEGRO,No especificado,Nafta (súper) entre 92 y 95 Ron,Nocturno,1026.0,-41.60707,-65.35383,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Gas Oil Grado 2,Diurno,1220.0,-44.050662,-70.583041,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Gas Oil Grado 2,Nocturno,1220.0,-44.050662,-70.583041,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Gas Oil Grado 3,Diurno,1467.0,-44.050662,-70.583041,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Gas Oil Grado 3,Nocturno,1467.0,-44.050662,-70.583041,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Nafta (premium) de más de 95 Ron,Diurno,1220.0,-44.050662,-70.583041,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Nafta (premium) de más de 95 Ron,Nocturno,1220.0,-44.050662,-70.583041,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Nafta (súper) entre 92 y 95 Ron,Diurno,1026.0,-44.050662,-70.583041,2025,5,2025,5
GOBERNADOR COSTA,CHUBUT,PATAGONIA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1026.0,-44.050662,-70.583041,2025,5,2025,5
EL TALAR,BUENOS AIRES,No especificado,Gas Oil Grado 2,Diurno,1565.0,-34.47597,-58.66318,2025,11,2025,11
EL TALAR,BUENOS AIRES,No especificado,Gas Oil Grado 2,Nocturno,1565.0,-34.47597,-58.66318,2025,11,2025,11
EL TALAR,BUENOS AIRES,No especificado,Gas Oil Grado 3,Diurno,1813.0,-34.47597,-58.66318,2025,11,2025,11
EL TALAR,BUENOS AIRES,No especificado,Gas Oil Grado 3,Nocturno,1813.0,-34.47597,-58.66318,2025,11,2025,11
EL TALAR,BUENOS AIRES,No especificado,GNC,Diurno,579.0,-34.47597,-58.66318,2025,2,2025,2
EL TALAR,BUENOS AIRES,No especificado,GNC,Nocturno,579.0,-34.47597,-58.66318,2025,2,2025,2
EL TALAR,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Diurno,1873.0,-34.47597,-58.66318,2025,11,2025,11
EL TALAR,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Nocturno,1873.0,-34.47597,-58.66318,2025,11,2025,11
EL TALAR,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Diurno,1562.0,-34.47597,-58.66318,2025,11,2025,11
EL TALAR,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Nocturno,1562.0,-34.47597,-58.66318,2025,11,2025,11
25 DE MAYO,BUENOS AIRES,No especificado,Gas Oil Grado 2,Diurno,1370.0,-35.425,-60.16962,2025,7,2025,7
25 DE MAYO,BUENOS AIRES,No especificado,Gas Oil Grado 2,Nocturno,1370.0,-35.425,-60.16962,2025,7,2025,7
25 DE MAYO,BUENOS AIRES,No especificado,Gas Oil Grado 3,Diurno,1560.0,-35.425,-60.16962,2025,7,2025,7
25 DE MAYO,BUENOS AIRES,No especificado,Gas Oil Grado 3,Nocturno,1560.0,-35.425,-60.16962,2025,7,2025,7
25 DE MAYO,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Diurno,1590.0,-35.425,-60.16962,2025,7,2025,7
25 DE MAYO,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Nocturno,1590.0,-35.425,-60.16962,2025,7,2025,7
25 DE MAYO,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Diurno,1370.0,-35.425,-60.16962,2025,7,2025,7
25 DE MAYO,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Nocturno,1370.0,-35.425,-60.16962,2025,7,2025,7
VILLA MERCEDES,SAN LUIS,CUYO,Gas Oil Grado 2,Diurno,1259.0,-33.67954,-65.46988,2025,6,2025,6
VILLA MERCEDES,SAN LUIS,CUYO,Gas Oil Grado 2,Nocturno,1259.0,-33.67954,-65.46988,2025,6,2025,6
VILLA MERCEDES,SAN LUIS,CUYO,Gas Oil Grado 3,Diurno,1414.0,-33.67954,-65.46988,2025,6,2025,6
VILLA MERCEDES,SAN LUIS,CUYO,Gas Oil Grado 3,Nocturno,1414.0,-33.67954,-65.46988,2025,6,2025,6
VILLA MERCEDES,SAN LUIS,CUYO,GNC,Diurno,727.0,-33.67954,-65.46988,2025,2,2025,2
VILLA MERCEDES,SAN LUIS,CUYO,GNC,Nocturno,727.0,-33.67954,-65.46988,2025,2,2025,2
VILLA MERCEDES,SAN LUIS,CUYO,Nafta (premium) de más de 95 Ron,Diurno,1454.0,-33.67954,-65.46988,2025,6,2025,6
VILLA MERCEDES,SAN LUIS,CUYO,Nafta (premium) de más de 95 Ron,Nocturno,1454.0,-33.67954,-65.46988,2025,6,2025,6
VILLA MERCEDES,SAN LUIS,CUYO,Nafta (súper) entre 92 y 95 Ron,Diurno,1237.0,-33.67954,-65.46988,2025,6,2025,6
VILLA MERCEDES,SAN LUIS,CUYO,Nafta (súper) entre 92 y 95 Ron,Nocturno,1237.0,-33.67954,-65.46988,2025,6,2025,6
LUJAN,BUENOS AIRES,No especificado,Gas Oil Grado 2,Diurno,1598.0,-34.557095,-59.035694,2025,11,2025,11
LUJAN,BUENOS AIRES,No especificado,Gas Oil Grado 2,Nocturno,1598.0,-34.557095,-59.035694,2025,11,2025,11
LUJAN,BUENOS AIRES,No especificado,Gas Oil Grado 3,Diurno,1881.0,-34.557095,-59.035694,2025,11,2025,11
LUJAN,BUENOS AIRES,No especificado,Gas Oil Grado 3,Nocturno,1881.0,-34.557095,-59.035694,2025,11,2025,11
LUJAN,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Diurno,1864.0,-34.557095,-59.035694,2025,11,2025,11
LUJAN,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Nocturno,1864.0,-34.557095,-59.035694,2025,11,2025,11
LUJAN,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Diurno,1588.0,-34.557095,-59.035694,2025,11,2025,11
LUJAN,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Nocturno,1588.0,-34.557095,-59.035694,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,Gas Oil Grado 2,Diurno,1531.0,-34.561286,-58.588248,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,Gas Oil Grado 2,Nocturno,1531.0,-34.561286,-58.588248,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,Gas Oil Grado 3,Diurno,1754.0,-34.561286,-58.588248,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,Gas Oil Grado 3,Nocturno,1754.0,-34.561286,-58.588248,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,GNC,Diurno,519.0,-34.561286,-58.588248,2025,7,2025,7
SAN MARTIN,BUENOS AIRES,No especificado,GNC,Nocturno,519.0,-34.561286,-58.588248,2025,7,2025,7
SAN MARTIN,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Diurno,1819.0,-34.561286,-58.588248,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Nocturno,1819.0,-34.561286,-58.588248,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Diurno,1511.0,-34.561286,-58.588248,2025,11,2025,11
SAN MARTIN,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Nocturno,1511.0,-34.561286,-58.588248,2025,11,2025,11
COMODORO RIVADAVIA,CHUBUT,No especificado,Gas Oil Grado 2,Diurno,1250.0,-45.864581,-67.479646,2025,5,2025,5
COMODORO RIVADAVIA,CHUBUT,No especificado,Gas Oil Grado 2,Nocturno,1250.0,-45.864581,-67.479646,2025,5,2025,5
COMODORO RIVADAVIA,CHUBUT,No especificado,Gas Oil Grado 3,Diurno,1425.0,-45.864581,-67.479646,2025,5,2025,5
COMODORO RIVADAVIA,CHUBUT,No especificado,Gas Oil Grado 3,Nocturno,1425.0,-45.864581,-67.479646,2025,5,2025,5
COMODORO RIVADAVIA,CHUBUT,No especificado,Nafta (premium) de más de 95 Ron,Diurno,1218.0,-45.864581,-67.479646,2025,5,2025,5
COMODORO RIVADAVIA,CHUBUT,No especificado,Nafta (premium) de más de 95 Ron,Nocturno,1218.0,-45.864581,-67.479646,2025,5,2025,5
COMODORO RIVADAVIA,CHUBUT,No especificado,Nafta (súper) entre 92 y 95 Ron,Diurno,1000.0,-45.864581,-67.479646,2025,5,2025,5
COMODORO RIVADAVIA,CHUBUT,No especificado,Nafta (súper) entre 92 y 95 Ron,Nocturno,1000.0,-45.864581,-67.479646,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Diurno,1281.0,-34.94349,-57.991692,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Nocturno,1281.0,-34.94349,-57.991692,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Diurno,1543.0,-34.94349,-57.991692,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Nocturno,1543.0,-34.94349,-57.991692,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Diurno,1575.0,-34.94349,-57.991692,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Nocturno,1575.0,-34.94349,-57.991692,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Diurno,1283.0,-34.94349,-57.991692,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1283.0,-34.94349,-57.991692,2025,5,2025,5
FIRMAT,SANTA FE,CENTRO,Gas Oil Grado 2,Diurno,1450.0,-33.46387,-61.49651,2025,2,2025,2
FIRMAT,SANTA FE,CENTRO,Gas Oil Grado 2,Nocturno,1450.0,-33.46387,-61.49651,2025,2,2025,2
FIRMAT,SANTA FE,CENTRO,GNC,Diurno,744.0,-33.46387,-61.49651,2025,2,2025,2
FIRMAT,SANTA FE,CENTRO,GNC,Nocturno,744.0,-33.46387,-61.49651,2025,2,2025,2
FIRMAT,SANTA FE,CENTRO,Nafta (súper) entre 92 y 95 Ron,Diurno,1450.0,-33.46387,-61.49651,2025,2,2025,2
FIRMAT,SANTA FE,CENTRO,Nafta (súper) entre 92 y 95 Ron,Nocturno,1450.0,-33.46387,-61.49651,2025,2,2025,2
CHAJARI,ENTRE RIOS,CENTRO,Gas Oil Grado 2,Diurno,1393.0,-30.8185,-58.04425,2025,3,2025,3
CHAJARI,ENTRE RIOS,CENTRO,Gas Oil Grado 2,Nocturno,1393.0,-30.8185,-58.04425,2025,3,2025,3
CHAJARI,ENTRE RIOS,CENTRO,Gas Oil Grado 3,Diurno,1515.0,-30.8185,-58.04425,2025,3,2025,3
CHAJARI,ENTRE RIOS,CENTRO,Gas Oil Grado 3,Nocturno,1515.0,-30.8185,-58.04425,2025,3,2025,3
CHAJARI,ENTRE RIOS,CENTRO,Nafta (premium) de más de 95 Ron,Diurno,1482.0,-30.8185,-58.04425,2025,3,2025,3
CHAJARI,ENTRE RIOS,CENTRO,Nafta (premium) de más de 95 Ron,Nocturno,1482.0,-30.8185,-58.04425,2025,3,2025,3
CHAJARI,ENTRE RIOS,CENTRO,Nafta (súper) entre 92 y 95 Ron,Diurno,1241.0,-30.8185,-58.04425,2025,3,2025,3
CHAJARI,ENTRE RIOS,CENTRO,Nafta (súper) entre 92 y 95 Ron,Nocturno,1241.0,-30.8185,-58.04425,2025,3,2025,3
MARTINEZ,BUENOS AIRES,No especificado,Gas Oil Grado 2,Diurno,862.0,-34.492969,-58.498379,2024,1,2024,1
MARTINEZ,BUENOS AIRES,No especificado,Gas Oil Grado 2,Nocturno,862.0,-34.492969,-58.498379,2024,1,2024,1
MARTINEZ,BUENOS AIRES,No especificado,Gas Oil Grado 3,Diurno,993.0,-34.492969,-58.498379,2024,1,2024,1
MARTINEZ,BUENOS AIRES,No especificado,Gas Oil Grado 3,Nocturno,993.0,-34.492969,-58.498379,2024,1,2024,1
MARTINEZ,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Diurno,983.0,-34.492969,-58.498379,2024,1,2024,1
MARTINEZ,BUENOS AIRES,No especificado,Nafta (premium) de más de 95 Ron,Nocturno,983.0,-34.492969,-58.498379,2024,1,2024,1
MARTINEZ,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Diurno,794.0,-34.492969,-58.498379,2024,1,2024,1
MARTINEZ,BUENOS AIRES,No especificado,Nafta (súper) entre 92 y 95 Ron,Nocturno,794.0,-34.492969,-58.498379,2024,1,2024,1
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Diurno,1282.0,-34.934754,-57.930919,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Nocturno,1282.0,-34.934754,-57.930919,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Diurno,1483.0,-34.934754,-57.930919,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Nocturno,1483.0,-34.934754,-57.930919,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,GNC,Diurno,639.0,-34.934754,-57.930919,2025,2,2025,2
LA PLATA,BUENOS AIRES,PAMPEANA,GNC,Nocturno,639.0,-34.934754,-57.930919,2025,2,2025,2
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Diurno,1520.0,-34.934754,-57.930919,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Nocturno,1520.0,-34.934754,-57.930919,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Diurno,1249.0,-34.934754,-57.930919,2025,5,2025,5
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1249.0,-34.934754,-57.930919,2025,5,2025,5
ALLEN,RIO NEGRO,PATAGONIA,Gas Oil Grado 2,Diurno,1149.0,-39.01556,-67.83639,2024,8,2024,8
ALLEN,RIO NEGRO,PATAGONIA,Gas Oil Grado 2,Nocturno,1149.0,-39.01556,-67.83639,2024,8,2024,8
ALLEN,RIO NEGRO,PATAGONIA,Gas Oil Grado 3,Diurno,1364.0,-39.01556,-67.83639,2024,8,2024,8
ALLEN,RIO NEGRO,PATAGONIA,Gas Oil Grado 3,Nocturno,1364.0,-39.01556,-67.83639,2024,8,2024,8
ALLEN,RIO NEGRO,PATAGONIA,GNC,Diurno,720.0,-39.01556,-67.83639,2024,6,2024,6
ALLEN,RIO NEGRO,PATAGONIA,GNC,Nocturno,720.0,-39.01556,-67.83639,2024,6,2024,6
ALLEN,RIO NEGRO,PATAGONIA,Nafta (premium) de más de 95 Ron,Diurno,1050.0,-39.01556,-67.83639,2024,8,2024,8
ALLEN,RIO NEGRO,PATAGONIA,Nafta (premium) de más de 95 Ron,Nocturno,1050.0,-39.01556,-67.83639,2024,8,2024,8
ALLEN,RIO NEGRO,PATAGONIA,Nafta (súper) entre 92 y 95 Ron,Diurno,852.0,-39.01556,-67.83639,2024,8,2024,8
ALLEN,RIO NEGRO,PATAGONIA,Nafta (súper) entre 92 y 95 Ron,Nocturno,852.0,-39.01556,-67.83639,2024,8,2024,8
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Diurno,1552.0,-34.883186,-57.992644,2025,11,2025,11
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Nocturno,1552.0,-34.883186,-57.992644,2025,11,2025,11
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Diurno,1799.0,-34.883186,-57.992644,2025,11,2025,11
LA PLATA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Nocturno,1799.0,-34.883186,-57.992644,2025,11,2025,11
LA PLATA,BUENOS AIRES,PAMPEANA,GNC,Diurno,651.0,-34.883186,-57.992644,2025,2,2025,2
LA PLATA,BUENOS AIRES,PAMPEANA,GNC,Nocturno,651.0,-34.883186,-57.992644,2025,2,2025,2
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Diurno,1849.0,-34.883186,-57.992644,2025,11,2025,11
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Nocturno,1849.0,-34.883186,-57.992644,2025,11,2025,11
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Diurno,1509.0,-34.883186,-57.992644,2025,11,2025,11
LA PLATA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1509.0,-34.883186,-57.992644,2025,11,2025,11
RESISTENCIA,CHACO,NEA,Gas Oil Grado 2,Diurno,1698.0,-27.46301,-58.97305,2025,11,2025,11
RESISTENCIA,CHACO,NEA,Gas Oil Grado 2,Nocturno,1698.0,-27.46301,-58.97305,2025,11,2025,11
RESISTENCIA,CHACO,NEA,Gas Oil Grado 3,Diurno,1918.0,-27.46301,-58.97305,2025,11,2025,11
RESISTENCIA,CHACO,NEA,Gas Oil Grado 3,Nocturno,1918.0,-27.46301,-58.97305,2025,11,2025,11
RESISTENCIA,CHACO,NEA,Nafta (premium) de más de 95 Ron,Diurno,1869.0,-27.46301,-58.97305,2025,11,2025,11
RESISTENCIA,CHACO,NEA,Nafta (premium) de más de 95 Ron,Nocturno,1869.0,-27.46301,-58.97305,2025,11,2025,11
RESISTENCIA,CHACO,NEA,Nafta (súper) entre 92 y 95 Ron,Diurno,1589.0,-27.46301,-58.97305,2025,10,2025,10
RESISTENCIA,CHACO,NEA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1589.0,-27.46301,-58.97305,2025,10,2025,10
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Gas Oil Grado 2,Diurno,1300.0,-32.48409,-58.23017,2025,6,2025,6
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Gas Oil Grado 2,Nocturno,1300.0,-32.48409,-58.23017,2025,6,2025,6
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Gas Oil Grado 3,Diurno,1459.0,-32.48409,-58.23017,2025,6,2025,6
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Gas Oil Grado 3,Nocturno,1459.0,-32.48409,-58.23017,2025,6,2025,6
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Nafta (premium) de más de 95 Ron,Diurno,1454.0,-32.48409,-58.23017,2025,6,2025,6
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Nafta (premium) de más de 95 Ron,Nocturno,1454.0,-32.48409,-58.23017,2025,6,2025,6
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Nafta (súper) entre 92 y 95 Ron,Diurno,1266.0,-32.48409,-58.23017,2025,6,2025,6
CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,Nafta (súper) entre 92 y 95 Ron,Nocturno,1266.0,-32.48409,-58.23017,2025,6,2025,6
SAN MARTIN,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Diurno,28.5,-34.58127,-58.57441,2018,6,2018,6
SAN MARTIN,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Nocturno,28.5,-34.58127,-58.57441,2018,6,2018,6
SAN MARTIN,BUENOS AIRES,PAMPEANA,GNC,Diurno,499.9,-34.58127,-58.57441,2025,3,2025,3
SAN MARTIN,BUENOS AIRES,PAMPEANA,GNC,Nocturno,499.9,-34.58127,-58.57441,2025,3,2025,3
SAN MARTIN,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Diurno,25.8,-34.58127,-58.57441,2018,1,2018,1
SAN MARTIN,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Nocturno,25.8,-34.58127,-58.57441,2018,1,2018,1
SAN MARTIN,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Diurno,32.0,-34.58127,-58.57441,2018,6,2018,6
SAN MARTIN,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Nocturno,32.0,-34.58127,-58.57441,2018,6,2018,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Diurno,1221.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Nocturno,1221.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Diurno,1403.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Nocturno,1403.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Diurno,1460.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Nocturno,1460.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Diurno,1248.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1248.0,-34.74571,-58.41872,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Diurno,1221.0,-34.74712,-58.41938,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 2,Nocturno,1221.0,-34.74712,-58.41938,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Diurno,1403.0,-34.74712,-58.41938,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Gas Oil Grado 3,Nocturno,1403.0,-34.74712,-58.41938,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,GNC,Diurno,539.0,-34.74712,-58.41938,2025,9,2025,9
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,GNC,Nocturno,539.0,-34.74712,-58.41938,2025,9,2025,9
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Diurno,1460.0,-34.74712,-58.41938,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (premium) de más de 95 Ron,Nocturno,1460.0,-34.74712,-58.41938,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Diurno,1248.0,-34.74712,-58.41938,2025,6,2025,6
LOMAS DE ZAMORA,BUENOS AIRES,PAMPEANA,Nafta (súper) entre 92 y 95 Ron,Nocturno,1248.0,-34.74712,-58.41938,2025,6,2025,6
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Gas Oil Grado 2,Diurno,1644.0,-27.79833,-64.27723,2025,10,2025,10
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Gas Oil Grado 2,Nocturno,1644.0,-27.79833,-64.27723,2025,10,2025,10
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Gas Oil Grado 3,Diurno,1893.0,-27.79833,-64.27723,2025,10,2025,10
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Gas Oil Grado 3,Nocturno,1893.0,-27.79833,-64.27723,2025,10,2025,10
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,GNC,Diurno,699.0,-27.79833,-64.27723,2025,1,2025,1
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,GNC,Nocturno,699.0,-27.79833,-64.27723,2025,1,2025,1
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Nafta (premium) de más de 95 Ron,Diurno,1883.0,-27.79833,-64.27723,2025,10,2025,10
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Nafta (premium) de más de 95 Ron,Nocturno,1883.0,-27.79833,-64.27723,2025,10,2025,10
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,Nafta (súper) entre 92 y 95 Ron,Diurno,1578.0,-27.79833,-64.27723,2025,10,2025,10
